0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Osoba
-39.48650270427456,12.943473939828216,-18.631651453475143,22.94405960128431,-3.884152444683692,16.00499624442608,16.855823583412565,-28.42765511979167,1.8884088791426348,-37.60463807296509,-25.778805796342578,-3.865951699320458,3.315285852695281,-0.8175868401874946,-0.7732498511601374,3.2180417183384638,-7.896566482846662,-7.423483188202057,-3.292106561566918,-1.6342877955183428,-0.6258795389430842,-0.1308510839256023,adrian kwiecinski.wav
-42.535692002855924,19.988697407356085,-16.088657608237224,7.511952805982709,5.788788847089141,2.5829782146788425,21.261115352655267,-27.128403710708778,1.3177591744796593,-6.559096625631208,-24.021448353009504,-7.650789485542848,2.3325637269966055,4.057999448578402,0.5322676665288142,-3.7734716724454618,-5.826533020251341,-7.616439758428224,0.9240615799207885,-0.7664801115804584,-1.8388240412390373,-0.6031655888668662,adrian kwiecinski.wav
-27.9488566125277,25.05314155176883,-32.8916300030931,13.424779618793442,-14.511785572387376,27.1748854026187,2.2817229125888083,-55.64473879826716,7.987197757341026,-22.70477775679413,-23.24628901969891,1.8436638682433781,25.244927103344114,12.019272828363867,2.7925567830784512,2.146925308550433,-13.111923318184768,-4.192445026343168,1.3231896909415772,-2.5294760045100784,-2.6054741018732175,-2.048767157978919,adrian kwiecinski.wav
-35.271216475775915,22.176878089348982,-24.953106049889104,7.448230811167679,-8.99957114054261,18.472638290321203,9.743517387133897,-50.00103505475877,7.674166439890243,-11.030881972518236,-24.621785435682156,-2.8001333456129895,19.142780091515654,7.360979380412378,4.02017296503103,-1.7609648834714395,-13.59768205002104,-2.405099826485795,4.473286438177634,0.3867871858721702,-0.859794536653242,-0.781247224692726,adrian kwiecinski.wav
-34.313734912726225,5.779641798272467,-37.97687448240015,37.49453303851559,-13.654348137855457,-2.3687767503585926,16.98791404300952,-35.74977197178767,-6.705810235514084,-25.498049585717094,-12.434022217927858,3.3063682972663706,6.092384996441333,1.9966333671064223,4.4969036829224445,0.7453848626988865,-4.207441312100751,-1.3455924950957223,1.2050401829362907,2.1205193622037566,-1.8637147413587014,-1.7810629858484517,adrian kwiecinski.wav
-31.20923193974273,20.12789833406844,-38.762763198499734,12.548885004179358,2.5120113715085117,27.404272932955323,-5.485005713883923,-64.55361799476152,-7.802054760999707,-40.708180058872905,-16.07673041712965,3.000252794937351,3.28434800950356,2.331004184061951,-6.375924093179702,1.8783911079628532,-4.161421392150415,-2.8069518276296503,0.4427853019479612,-0.8184421774003391,-1.3088336554094249,-2.009602884451153,adrian kwiecinski.wav
-33.23451547499639,18.186000500513885,-38.92545545806594,17.21520812154271,4.071174002437197,11.64019756993471,3.7979880094173475,-52.40212905504576,-13.356360405774945,-33.0573265012825,-5.161044235135922,9.55310895643714,7.024064229563016,3.7465904653094766,-2.1379048271040935,0.6255792517526757,-5.380464081175004,-5.9139115719061826,-0.17093167905261622,-2.7953845649756324,-2.2889424251088712,-1.756862842002351,adrian kwiecinski.wav
-43.39639636829415,18.070333104691386,-17.126576102610233,17.296023396484262,18.829679083884198,11.544924083491287,32.82547896661137,-59.546499816582354,-32.74775836774397,11.20659395874335,-24.077725802215802,9.484511031358991,29.035742405271176,-17.70615527466612,-6.518895137872926,-5.45560893188677,-13.594990023584769,-0.6974015003379268,4.257763290499455,1.174186878502575,0.694244722297621,-0.6063598455771954,adrian kwiecinski.wav
-44.46948679053856,25.52648288268542,-2.443018677482898,14.823525561106566,20.94505554009678,-9.941562269026145,-6.896318926765999,-63.47740846082884,-18.585270380661534,24.06776933536618,-18.726909529320032,-5.469519110796464,21.044995289427078,-29.238261068027473,-26.144925510179213,-1.9756762458063628,-4.672588506616648,-1.4018334486508817,5.513688463684343,1.8717825889393707,-2.6595320583173123,-1.3900247187097674,adrian kwiecinski.wav
-32.113557728676156,4.711810488905989,-27.233891370605114,55.373899899449064,-8.246703363514829,-22.64588561673875,-28.311172570202288,-14.917757419491148,6.274161238456163,-3.0044631484376776,-6.240720787939055,-20.578128067263073,-1.3379676851754754,-21.995225213029048,1.273327248326282,-0.17168239452239528,-4.240755931847091,2.0522627868456533,-1.7319702368897032,0.6659539804308612,-1.195025663064885,-2.0850076059096465,adrian kwiecinski.wav
