0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Name
-20.91304158111032,35.9535987907285,26.19560831053743,-6.591197346085233,-1.9360490932080614,-24.929401191707615,3.257336459766777,-11.589237552904061,-11.11731737825924,-0.5841174896159419,-17.878181053144683,17.77946173660218,-3.4645105195723667,-13.785288068862613,9.721784739592895,1.8001281748431888,-2.924626830807297,-0.6351652875706942,0.18083683979302734,0.33316850510904256,-1.924280041848133,-1.1602311235443976,K1.wav
-17.071401043072576,41.27164759440537,27.166279543584587,-2.430183170565703,-8.91684380292349,-33.105089395607514,2.381584010482181,-12.971563216371061,-4.7304477045075135,0.20593059797990984,-17.00291117988839,36.236568763608666,4.128342704042703,-27.37445847772908,1.763010540407106,-8.298312960411163,-14.519029373208431,-7.417819564322038,-0.486457232739609,-1.011718134395389,-2.5763252634837226,-0.4477846056757346,K1.wav
-17.189805657536187,39.80909613405531,24.873113338622105,-5.413103718186624,-10.251940200514596,-26.935671737383604,2.37291275658838,-13.72262910124813,2.1742118486108923,6.634756863131592,-20.654817084810162,30.172258085899475,2.4243116402609983,-26.28222673796946,-2.424968647411043,-15.515102786140664,-12.556214621632572,-5.970759326490956,-4.733464052689255,-3.6278246740031306,-3.903194650927213,-2.4971995664935673,K1.wav
-15.840484426636039,43.21110971857333,25.1823929362467,-9.965961539391998,-7.978510700242684,-21.147874674493217,5.383937757357187,-10.76948608844055,-8.727347873872237,-11.132679833162449,-19.570851913634176,36.542630958266855,10.764975436738727,-25.859739582102144,-6.064267780454405,-10.658653707197447,-8.120594658937922,-3.1311818312473703,-3.248806137067957,-1.4168571566286585,-5.690671976312252,-3.451625576461723,K1.wav
-20.43284019414832,37.26057585553929,26.51941841653286,-4.514016860347529,5.311467873117029,-16.498420244466693,4.88793806381713,-11.481798081550592,-17.675423061414765,-7.9304060722313094,-17.003770726022505,26.275107799737786,2.852316982728827,-20.317952644521935,-1.855251673993539,-7.7015106313365145,-7.724439270380522,-7.152828364746843,-3.423005541016952,-1.6400032383328182,-3.3869287037971874,-1.972267747447522,K1.wav
-21.067694588921846,26.50193020708569,20.3655384394934,6.161655544578369,0.9450759580149181,-8.014085286158187,8.963576818184611,-16.38645891124877,-6.4952166239694975,-6.298945955469115,-7.275385113583691,31.509404359605995,-5.108823144552407,-18.560806950509406,-3.3568457606981146,-7.562534250958144,-11.504272279285273,-11.347742817991811,-0.8921298225936087,-2.9564869827634865,-2.9207294298135182,-1.139717349622152,K1.wav
-21.680872135079692,29.314427591199177,21.36185296820409,6.32770124460416,19.391095228243547,-4.43649437872933,2.9586495200327763,-29.69159925662689,-25.241549002945874,-11.970256740209416,-21.010701385737242,18.856587085684303,-9.967617724427324,-22.419421628841977,3.8051130316189012,0.5054292654070669,-1.3004107458332745,-5.927677780062186,0.4922082691359211,1.1968775445382087,-2.4286910498495926,-0.5429914793153963,K1.wav
-21.649749322992836,17.269034360630247,12.61133125402994,26.36837612037828,20.13699479128278,-8.43715527564843,-0.17685156006216154,-27.87019132654791,1.420413108932283,-21.123137078104158,-35.588787751182046,29.81005266509642,-11.185856060011902,-22.078891728138384,6.720393796850586,1.6860162435078534,-1.015166562543027,-7.5350183395672135,-0.3742024049432085,-0.24655819700002662,-1.5910914442987425,-0.1424744759344117,K1.wav
-20.25500663071245,12.854138986819956,0.6925981685842777,30.00599686769884,19.887656695687227,-3.573705895433043,4.995239530059883,-31.501904056581154,10.056992262967581,-11.800859818845105,-34.778045494971,23.82671128887613,-16.183314042168753,-21.055350258537047,3.4602678641616924,-4.171310452865253,-0.19480014963239106,-6.1517572384372174,-0.6924635546588372,-2.446375864866833,-1.4171168815411272,0.967923178290807,K1.wav
-20.51631914227803,27.419806149103017,20.861523701281396,23.26813484228445,25.75761057911325,-11.751108623055536,0.36754876946924486,-14.425282957366086,14.544473211136017,4.584928100883402,-22.567605436511847,25.351133356093996,-12.257839980499229,-22.907288412137966,8.459069816115012,-5.011792015231158,-3.064641128809251,-4.3436749055277355,-6.107929300538549,-5.896399218176429,-6.590524364383503,-1.7548500902407103,K1.wav
